Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action
00002236,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7290,MEL HR & Training,Human Resources,10/09/2004
00002242,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Business Services,10/09/2005
00002243,Termination (HR checklist),Non SAP company transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5130,ADE Forming,Forming,1/09/2005
00002244,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,29/06/2013
00002245,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Occupational Health & Safety,13/07/2012
00002255,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5110,ADE Melt,Batch and Furnace,21/05/2013
00002261,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7160,MEL Inspect,Inspection & Packaging,15/01/2005
00002263,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4320,OIAP Manuf Ops,Graduates,3/04/2004
00002265,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,C Shift,23/08/2004
00002266,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,C Shift,16/05/2006
00002267,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,B Shift,2/11/2004
00002268,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9240,SYD Maint - Machine,Machine Maintenance,14/04/2004
00002269,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9300,SYD Business Service,Business Services,8/09/2009
00002270,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Occupational Health & Safety,4/06/2005
00002272,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9130,SYD Forming,B Shift,30/01/2006
00002273,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9130,SYD Forming,B Shift,8/12/2003
00002276,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,D Shift,29/10/2004
00002277,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7290,MEL HR & Training,Human Resources,4/02/2009
00002279,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,18/12/2015
00002281,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,Engineering Services,23/07/2010
00002283,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Information Technology,15/01/2005
00002286,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9110,SYD Melt,Batch & Furnace,20/09/2006
00002292,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Procurement,30/07/2004
00002293,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,18/07/2006
00002294,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Information Technology,8/07/2014
00002295,Termination (HR checklist),Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9240,SYD Maint - Machine,Machine Maintenance,31/03/2010
00002297,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,D Shift,20/01/2007
00002307,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,21/08/2006
00002308,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,O-I Brisbane Plant,29/07/2006
00002309,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4460,GOSC Fac Adv Eng,Plant Engineering,20/01/2007
00002310,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6330,BNE Procurement,Business Services,30/12/2011
00002311,Auto Terminations,Deceased,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Mechanical Services,4/12/2003
00002313,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4820,OIAP Integrated Ops,Asian Operations,30/04/2005
00002316,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,29/06/2013
00002318,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,4/09/2018
00002319,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7001,MEL Shift 1,A Shift,12/12/2011
00002320,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7290,MEL HR & Training,Human Resources,20/02/2006
00002322,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7290,MEL HR & Training,Human Resources,21/01/2008
00002323,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7290,MEL HR & Training,Human Resources,23/11/2005
00002328,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Supply Chain,10/09/2005
00002329,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,22/01/2005
00002330,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5260,ADE Plant Reliabilit,Engineering,1/03/2007
00002331,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4320,OIAP Manuf Ops,Graduates,16/10/2004
00002332,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5260,ADE Plant Reliabilit,Engineering,10/03/2007
00002333,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Business Services,17/01/2004
00002334,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Manufacturing,4/08/2007
00002335,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Occupational Health & Safety,15/02/2013
00002336,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Glass Technology,22/01/2005
00002344,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9130,SYD Forming,B Shift,24/07/2011
00002345,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,15/05/2006
00002346,Auto Terminations,Abandonment,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,D Shift,25/09/2006
00002351,Termination (HR checklist),Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4550,OIAP Customer Serv,Customer Services,29/08/2004
00002352,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Applications,2/05/2007
00002353,Termination (HR checklist),Retirement (age),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Superannuation Fund Director,1/01/2013
00002354,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Commercial,2/07/2015
00002354,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,O-I Australia,2/07/2015
00002360,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4490,GOSC Oper Advance,Forming Engineering,1/07/2008
00002363,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,25/02/2006
00002365,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6110,BNE Melt,Batch & Furnace,10/01/2005
00002366,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,13/11/2013
00002367,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9180,SYD Audit,Stock Control,28/07/2006
00002368,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Cash Management,17/03/2007
00002369,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4455,OIAP Facilities CAD,Facilities CAD,20/11/2004
00002374,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4811,OIAP IT Computer Ops,Information Technology,18/09/2004
00002375,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Cash Management,7/10/2006
00002376,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9330,SYD Procurement,Business Services,15/11/2013
00002378,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9230,SYD Maint - Electric,Plant Electrical Sydney,9/11/2013
00002379,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6230,BNE Maint - Electric,Electrical Services,26/10/2013
00002380,Termination (HR checklist),Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,1/09/2016
00002381,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Corporate Accounting,21/12/2004
00002382,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Cash Management,30/04/2005
00002383,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Human Resources,21/12/2013
00002384,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Occupational Health & Safety,1/07/2010
00002385,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,10/06/2017
00002388,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Applications,2/07/2013
00002389,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Information Technology,14/10/2006
00002390,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4811,OIAP IT Computer Ops,Infrastructure,27/10/2007
00002392,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6110,BNE Melt,Batch & Furnace,30/05/2007
00002393,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,13/11/2013
00002394,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9160,SYD Inspect,A Shift,30/05/2010
00002395,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5300,ADE Business Service,Business Services,11/04/2014
00002396,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Information Technology,17/08/2005
00002398,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Service Desk AP,20/06/2018
00002399,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Applications,13/09/2008
00002400,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Information Technology,6/08/2005
00002402,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,31/05/2006
00002405,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Glass Technology,28/01/2006
00002406,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,28/01/2006
00002408,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,11/11/2006
00002410,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9230,SYD Maint - Electric,Plant Electrical Sydney,19/01/2014
00002411,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9001,SYD Shift 1,A Shift,12/11/2013
00002412,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6004,BNE Shift 4,D Shift,22/10/2012
00002415,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,8/10/2011
00002416,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Information Technology,13/08/2005
00002418,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources,27/06/2008
00002419,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,Pack Centre,20/07/2017
00002422,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,1/01/2011
00002423,Termination (HR checklist),Deceased,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5330,ADE Procurement,Business Services,28/01/2012
00002424,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Information Technology,10/08/2010
00002425,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,E Shift,24/09/2005
00002427,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5140,ADE Job Change,Job Change,2/10/2014
00002430,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Procurement,1/07/2006
00002431,Auto Terminations,Non SAP Company Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4350,OIAP Cullet Supply,Operational Advancement,1/01/2016
00002432,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services,15/07/2006
00002433,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services,16/05/2006
00002434,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7160,MEL Inspect,Inspection & Packaging,30/07/2011
00002435,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources Business Partnering,1/02/2018
00002436,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,29/11/2014
00002437,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,O-I Asia Pacific,1/04/2012
00002438,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9001,SYD Shift 1,A Shift,13/11/2013
00002439,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4330,OIAP StrategSourcing,Procurement,19/03/2014
00002440,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,6/04/2007
00002442,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,8/04/2006
00002444,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Occupational Health & Safety,4/07/2013
00002445,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Information Technology,28/02/2015
00002447,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/04/2016
00002448,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9260,SYD Plant Reliabilit,Engineering,8/03/2006
00002449,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9190,SYD Resort,Stock Control,5/04/2007
00002451,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7002,MEL Shift 2,B Shift,29/11/2011
00002452,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services,23/06/2010
00002453,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6290,BNE HR & Training,Human Resources,3/07/2017
00002455,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7270,MEL Manufacturing,Customer Technical Services,31/05/2012
00002456,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5260,ADE Plant Reliabilit,Engineering,25/02/2006
00002457,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9330,SYD Procurement,Business Services,19/11/2005
00002458,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7280,MEL Cust Tech Serv,Customer Technical Services,16/06/2007
00002459,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,C Shift,14/11/2005
00002461,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,15/05/2008
00002462,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Business Services,3/03/2007
00002465,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,27/01/2007
00002466,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Glass Technology,21/02/2007
00002468,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6005,BNE Shift 5,E Shift,24/04/2012
00002469,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6001,BNE Shift 1,A Shift,18/03/2010
